,Round,Agent,Opponent,State,Player 1 Action,Player 2 Action,Player 1 Reward,Player 2 Reward,Player 1 Score,Player 2 Score,Collision Point
64,74,0,10,1,0,0,3,3,72,81,"[19.999999968303662, 19.99999992604188]"
65,75,0,10,1,0,0,3,3,75,84,"[19.99999998573665, 19.999999966718846]"
66,76,0,10,1,0,0,3,3,78,87,"[19.99999999358149, 19.99999998502348]"
67,77,3,6,1,0,0,3,3,9,18,"[220.00940392783536, 370.3244928298287]"
68,77,0,10,1,0,0,3,3,81,90,"[19.999999997111672, 19.999999993260566]"
69,78,7,14,4,1,1,1,1,20,80,"[151.04446595027036, 521.0935888345299]"
70,78,0,10,1,0,0,3,3,84,93,"[19.999999998700254, 19.999999996967254]"
71,79,7,14,4,1,1,1,1,21,81,"[146.11792361575186, 521.6962479486617]"
72,79,0,10,1,0,0,3,3,87,96,"[19.999999999415113, 19.999999998635268]"
73,80,7,14,4,1,1,1,1,22,82,"[146.11792361575186, 521.6962479486617]"
74,80,0,10,1,0,0,3,3,90,99,"[19.9999999997368, 19.99999999938587]"
75,81,4,5,3,1,0,5,0,0,6,"[348.3722437324561, 55.41695145246491]"
76,81,7,14,4,1,1,1,1,23,83,"[146.11792361575186, 521.6962479486618]"
77,81,0,10,1,0,0,3,3,93,102,"[19.99999999988156, 19.99999999972364]"
78,82,7,14,4,1,1,1,1,24,84,"[146.11792361575186, 521.6962479486617]"
79,82,0,10,1,0,0,3,3,96,105,"[19.999999999946702, 19.999999999875637]"
80,83,7,14,4,1,1,1,1,25,85,"[146.11792361575186, 521.6962479486617]"
81,83,0,10,1,0,0,3,3,99,108,"[19.999999999976016, 19.999999999944038]"
82,84,4,9,3,1,0,5,0,5,12,"[319.3310147534134, 79.74142721358021]"
83,84,7,14,4,1,1,1,1,26,86,"[146.11792361575186, 521.6962479486617]"
84,84,0,10,1,0,0,3,3,102,111,"[19.999999999989207, 19.99999999997482]"
85,85,7,14,4,1,1,1,1,27,87,"[146.11792361575186, 521.6962479486617]"
86,85,0,10,1,0,0,3,3,105,114,"[19.999999999995143, 19.999999999988667]"
87,86,4,9,3,1,0,5,0,10,12,"[299.49090192981225, 76.75377860414552]"
88,86,7,14,4,1,1,1,1,28,88,"[146.11792361575186, 521.6962479486617]"
89,86,0,10,1,0,0,3,3,108,117,"[19.999999999997815, 19.9999999999949]"
90,87,4,9,3,1,0,5,0,15,12,"[302.8240199561599, 80.59261102204343]"
91,87,7,14,4,1,1,1,1,29,89,"[146.11792361575186, 521.6962479486617]"
92,87,0,10,1,0,0,3,3,111,120,"[19.999999999999016, 19.999999999997705]"
93,88,7,14,4,1,1,1,1,30,90,"[146.11792361575186, 521.6962479486617]"
94,88,0,10,1,0,0,3,3,114,123,"[19.99999999999956, 19.99999999999897]"
95,89,7,14,4,1,1,1,1,31,91,"[146.11792361575186, 521.6962479486617]"
96,89,0,10,1,0,0,3,3,117,126,"[19.9999999999998, 19.999999999999535]"
97,90,7,14,4,1,1,1,1,32,92,"[146.11792361575186, 521.6962479486617]"
98,90,0,10,1,0,0,3,3,120,129,"[19.999999999999908, 19.99999999999979]"
99,91,3,4,2,0,1,0,5,12,20,"[300.43880508154837, 115.94313545741062]"
100,91,7,14,4,1,1,1,1,33,93,"[146.11792361575186, 521.6962479486617]"
101,91,0,10,1,0,0,3,3,123,132,"[19.99999999999996, 19.999999999999908]"
102,92,7,14,4,1,1,1,1,34,94,"[146.11792361575186, 521.6962479486617]"
103,92,0,10,1,0,0,3,3,126,135,"[19.999999999999982, 19.999999999999957]"
104,93,2,6,1,0,0,3,3,12,21,"[246.55530878121823, 470.61349051482625]"
105,93,7,14,4,1,1,1,1,35,95,"[146.11792361575186, 521.6962479486617]"
106,93,0,10,1,0,0,3,3,129,138,"[19.999999999999993, 19.99999999999998]"
107,94,2,5,1,0,0,3,3,15,6,"[216.55201485486344, 375.746238561235]"
108,94,7,14,4,1,1,1,1,36,96,"[146.11792361575186, 521.6962479486617]"
109,94,0,10,1,0,0,3,3,132,141,"[19.999999999999996, 19.999999999999993]"
110,95,2,6,1,0,0,3,3,18,24,"[221.732838789935, 464.3834034464727]"
111,95,7,14,4,1,1,1,1,37,97,"[146.11792361575186, 521.6962479486617]"
112,95,0,10,1,0,0,3,3,135,144,"[20.0, 19.999999999999996]"
113,96,7,14,4,1,1,1,1,38,98,"[146.11792361575186, 521.6962479486617]"
114,96,0,10,1,0,0,3,3,138,147,"[20.0, 20.0]"
115,97,7,14,4,1,1,1,1,39,99,"[146.11792361575186, 521.6962479486617]"
116,97,0,10,1,0,0,3,3,141,150,"[20.0, 20.0]"
117,98,7,14,4,1,1,1,1,40,100,"[146.11792361575186, 521.6962479486617]"
118,98,0,10,1,0,0,3,3,144,153,"[20.0, 20.0]"
119,99,2,5,1,0,0,3,3,21,9,"[245.91291657494196, 285.2220054959951]"
120,99,7,14,4,1,1,1,1,41,101,"[146.11792361575186, 521.6962479486617]"
121,99,0,10,1,0,0,3,3,147,156,"[20.0, 20.0]"
122,100,7,14,4,1,1,1,1,42,102,"[146.11792361575186, 521.6962479486617]"
123,100,0,10,1,0,0,3,3,150,159,"[20.0, 20.0]"
124,101,7,14,4,1,1,1,1,43,103,"[146.11792361575186, 521.6962479486617]"
125,101,0,10,1,0,0,3,3,153,162,"[20.0, 20.0]"
126,102,7,14,4,1,1,1,1,44,104,"[146.11792361575186, 521.6962479486617]"
127,102,0,10,1,0,0,3,3,156,165,"[20.0, 20.0]"
128,103,7,14,4,1,1,1,1,45,105,"[146.11792361575186, 521.6962479486617]"
129,103,0,10,1,0,0,3,3,159,168,"[20.0, 20.0]"
130,104,7,14,4,1,1,1,1,46,106,"[146.11792361575186, 521.6962479486617]"
131,104,0,10,1,0,0,3,3,162,171,"[20.0, 20.0]"
132,105,7,14,4,1,1,1,1,47,107,"[146.11792361575186, 521.6962479486617]"
133,105,0,10,1,0,0,3,3,165,174,"[20.0, 20.0]"
134,106,7,14,4,1,1,1,1,48,108,"[146.11792361575186, 521.6962479486617]"
135,106,0,10,1,0,0,3,3,168,177,"[20.0, 20.0]"
136,107,7,14,4,1,1,1,1,49,109,"[146.11792361575186, 521.6962479486617]"
137,107,0,10,1,0,0,3,3,171,180,"[20.0, 20.0]"
138,108,2,6,1,0,0,3,3,24,27,"[281.43087978067774, 340.5773051109609]"
139,108,7,14,4,1,1,1,1,50,110,"[146.11792361575186, 521.6962479486617]"
140,108,0,10,1,0,0,3,3,174,183,"[20.0, 20.0]"
141,109,2,6,1,0,0,3,3,27,30,"[274.17479991664766, 352.86866009103295]"
142,109,7,14,4,1,1,1,1,51,111,"[146.11792361575186, 521.6962479486617]"
143,109,0,10,1,0,0,3,3,177,186,"[20.0, 20.0]"
144,110,5,6,1,0,0,3,3,12,33,"[232.13985088192447, 348.37679431821357]"
145,110,7,14,4,1,1,1,1,52,112,"[146.11792361575186, 521.6962479486617]"
146,110,0,10,1,0,0,3,3,180,189,"[20.0, 20.0]"
147,111,7,14,4,1,1,1,1,53,113,"[146.11792361575186, 521.6962479486617]"
148,111,0,10,1,0,0,3,3,183,192,"[20.0, 20.0]"
149,112,7,14,4,1,1,1,1,54,114,"[146.11792361575186, 521.6962479486617]"
150,112,0,10,1,0,0,3,3,186,195,"[20.0, 20.0]"
151,113,7,14,4,1,1,1,1,55,115,"[146.11792361575186, 521.6962479486617]"
152,113,0,10,1,0,0,3,3,189,198,"[20.0, 20.0]"
153,114,7,14,4,1,1,1,1,56,116,"[146.11792361575186, 521.6962479486617]"
154,114,0,10,1,0,0,3,3,192,201,"[20.0, 20.0]"
155,115,7,14,4,1,1,1,1,57,117,"[146.11792361575186, 521.6962479486617]"
156,115,0,10,1,0,0,3,3,195,204,"[20.0, 20.0]"
157,116,7,14,4,1,1,1,1,58,118,"[146.11792361575186, 521.6962479486617]"
158,116,0,10,1,0,0,3,3,198,207,"[20.0, 20.0]"
159,117,7,14,4,1,1,1,1,59,119,"[146.11792361575186, 521.6962479486617]"
160,117,0,10,1,0,0,3,3,201,210,"[20.0, 20.0]"
161,118,7,14,4,1,1,1,1,60,120,"[146.11792361575186, 521.6962479486617]"
162,118,0,10,1,0,0,3,3,204,213,"[20.0, 20.0]"
163,119,7,14,4,1,1,1,1,61,121,"[146.11792361575186, 521.6962479486617]"
164,119,0,10,1,0,0,3,3,207,216,"[20.0, 20.0]"
165,120,7,14,4,1,1,1,1,62,122,"[146.11792361575186, 521.6962479486617]"
166,120,0,10,1,0,0,3,3,210,219,"[20.0, 20.0]"
167,121,7,14,4,1,1,1,1,63,123,"[146.11792361575186, 521.6962479486617]"
168,121,0,10,1,0,0,3,3,213,222,"[20.0, 20.0]"
169,122,7,14,4,1,1,1,1,64,124,"[146.11792361575186, 521.6962479486617]"
170,122,0,10,1,0,0,3,3,216,225,"[20.0, 20.0]"
171,123,7,14,4,1,1,1,1,65,125,"[146.11792361575186, 521.6962479486617]"
172,123,0,10,1,0,0,3,3,219,228,"[20.0, 20.0]"
173,124,7,14,4,1,1,1,1,66,126,"[146.11792361575186, 521.6962479486617]"
174,124,0,10,1,0,0,3,3,222,231,"[20.0, 20.0]"
175,125,7,14,4,1,1,1,1,67,127,"[146.11792361575186, 521.6962479486617]"
176,125,0,10,1,0,0,3,3,225,234,"[20.0, 20.0]"
177,126,7,14,4,1,1,1,1,68,128,"[146.11792361575186, 521.6962479486617]"
178,126,0,10,1,0,0,3,3,228,237,"[20.0, 20.0]"
179,127,7,14,4,1,1,1,1,69,129,"[146.11792361575186, 521.6962479486617]"
180,127,0,10,1,0,0,3,3,231,240,"[20.0, 20.0]"
181,128,7,14,4,1,1,1,1,70,130,"[146.11792361575186, 521.6962479486617]"
182,128,0,10,1,0,0,3,3,234,243,"[20.0, 20.0]"
183,129,7,14,4,1,1,1,1,71,131,"[146.11792361575186, 521.6962479486617]"
184,129,0,10,1,0,0,3,3,237,246,"[20.0, 20.0]"
185,130,7,14,4,1,1,1,1,72,132,"[146.11792361575186, 521.6962479486617]"
186,130,0,10,1,0,0,3,3,240,249,"[20.0, 20.0]"
187,131,7,14,4,1,1,1,1,73,133,"[146.11792361575186, 521.6962479486617]"
188,131,0,10,1,0,0,3,3,243,252,"[20.0, 20.0]"
189,132,7,14,4,1,1,1,1,74,134,"[146.11792361575186, 521.6962479486617]"
190,132,0,10,1,0,0,3,3,246,255,"[20.0, 20.0]"
191,133,7,14,4,1,1,1,1,75,135,"[146.11792361575186, 521.6962479486617]"
192,133,0,10,1,0,0,3,3,249,258,"[20.0, 20.0]"
193,134,7,14,4,1,1,1,1,76,136,"[146.11792361575186, 521.6962479486617]"
194,134,0,10,1,0,0,3,3,252,261,"[20.0, 20.0]"
195,135,7,14,4,1,1,1,1,77,137,"[146.11792361575186, 521.6962479486617]"
196,135,0,10,1,0,0,3,3,255,264,"[20.0, 20.0]"
197,136,7,14,4,1,1,1,1,78,138,"[146.11792361575186, 521.6962479486617]"
198,136,0,10,1,0,0,3,3,258,267,"[20.0, 20.0]"
199,137,7,14,4,1,1,1,1,79,139,"[146.11792361575186, 521.6962479486617]"
200,137,0,10,1,0,0,3,3,261,270,"[20.0, 20.0]"
201,138,4,6,3,1,0,5,0,25,36,"[340.609362120112, 235.7876691730596]"
202,138,7,14,4,1,1,1,1,80,140,"[146.11792361575186, 521.6962479486617]"
203,138,0,10,1,0,0,3,3,264,273,"[20.0, 20.0]"
204,139,4,6,3,1,0,5,0,30,36,"[331.1088119244557, 248.53669686757382]"
205,139,7,14,4,1,1,1,1,81,141,"[146.11792361575186, 521.6962479486617]"
206,139,0,10,1,0,0,3,3,267,276,"[20.0, 20.0]"
207,140,4,6,3,1,0,5,0,35,36,"[334.93405951250105, 248.19963440504245]"
208,140,7,14,4,1,1,1,1,82,142,"[146.11792361575186, 521.6962479486617]"
209,140,0,10,1,0,0,3,3,270,279,"[20.0, 20.0]"
210,141,7,14,4,1,1,1,1,83,143,"[146.11792361575186, 521.6962479486617]"
211,141,8,14,2,0,1,0,5,6,144,"[100.47588399682019, 537.0852673562105]"
212,141,0,10,1,0,0,3,3,273,282,"[20.0, 20.0]"
213,142,4,6,3,1,0,5,0,40,36,"[327.47323039678315, 254.13447542675112]"
214,142,0,10,1,0,0,3,3,276,285,"[20.0, 20.0]"
215,143,4,6,3,1,0,5,0,45,36,"[327.4641144336063, 248.68594276897375]"
216,143,5,6,1,0,0,3,3,15,36,"[300.6669392798373, 259.5085330458413]"
217,143,0,10,1,0,0,3,3,279,288,"[20.0, 20.0]"
218,144,4,6,3,1,0,5,0,50,39,"[317.2409809834951, 264.7442623402436]"
219,144,0,10,1,0,0,3,3,282,291,"[20.0, 20.0]"
220,145,2,12,1,0,0,3,3,30,6,"[425.35283743411196, 574.7409440200843]"
